sep=|
DIPUTACIONES
06/09/2022 22:30 (UTC-5)
CLAVE_CASILLA|CLAVE_ACTA|ID_ESTADO|ESTADO|ID_DISTRITO_LOCAL|DISTRITO_LOCAL|SECCION|ID_CASILLA|TIPO_CASILLA|EXT_CONTIGUA|UBICACION_CASILLA|TIPO_ACTA|PAN|PRI|PRD|PVEM|PT|MC|MORENA|MAS|CXQROO|FXMQROO|CAND_IND_1|C_PAN_PRD_CQROO|C_PAN_PRD|C_PAN_CQROO|C_PRD_CQROO|C_PVEM_PT_MORENA_FXMQROO|C_PVEM_PT_MORENA|C_PVEM_PT_FXMQROO|C_PVEM_MORENA_FXMQROO|C_PT_MORENA_FXMQROO|C_PVEM_PT|C_PVEM_MORENA|C_PVEM_FXMQROO|C_PT_MORENA|C_PT_FXMQROO|C_MORENA_FXMQROO|NO_REGISTRADOS|NULOS|TOTAL|LISTA_NOMINAL|OBSERVACIONES
="230743B0100"|230743B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0743"|1|B|0|1|2|25|11|2|38|9|17|29|7|2|2|-|0|0|0|0|0|1|0|0|0|2|1|0|1|0|0|0|9|156|485|COTEJADO EN PLENO
="230744B0100"|230744B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0744"|1|B|0|1|2|13|7|0|37|3|12|36|8|3|0|-|0|0|0|0|1|0|0|0|0|0|2|0|1|0|0|0|4|127|395|COTEJADO EN PLENO
="230744C0100"|230744C010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0744"|1|C|0|1|2|9|6|1|48|2|6|34|4|0|4|-|0|0|0|0|0|0|0|0|0|2|0|1|0|0|0|0|8|125|394|COTEJADO EN PLENO
="230745B0100"|230745B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0745"|1|B|0|1|2|10|3|1|40|8|7|53|7|0|3|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|139|398|COTEJADO EN PLENO
="230745C0100"|230745C010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0745"|1|C|0|1|2|12|3|1|35|1|2|44|4|1|2|-|0|0|0|0|1|0|0|0|0|0|2|0|0|0|0|0|8|116|397|COTEJADO EN PLENO
="230746B0100"|230746B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0746"|1|B|0|1|2|18|4|3|72|5|8|41|7|2|3|-|0|0|0|0|0|0|1|1|0|0|0|1|0|0|0|0|13|179|567|COTEJADO EN PLENO
="230746C0100"|230746C010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0746"|1|C|0|1|2|11|3|1|59|10|11|39|3|1|0|-|0|0|0|0|0|0|0|0|0|0|4|0|3|0|0|0|11|156|566|COTEJADO EN PLENO
="230747B0100"|230747B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0747"|1|B|0|1|2|20|3|0|57|1|12|48|9|1|2|-|1|0|0|0|0|1|0|0|0|0|0|0|3|0|1|0|9|168|556|COTEJADO EN PLENO
="230748B0100"|230748B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0748"|1|B|0|1|2|17|12|2|31|1|8|30|3|3|5|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|15|127|497|COTEJADO EN PLENO
="230748C0100"|230748C010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0748"|1|C|0|1|2|22|14|0|37|3|5|41|7|3|4|-|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|14|152|497|COTEJADO EN PLENO
="230749B0100"|230749B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0749"|1|B|0|1|2|9|4|0|22|3|9|36|4|3|1|-|0|1|0|0|0|0|0|0|1|0|1|0|0|0|0|0|4|98|314|COTEJADO EN PLENO
="230750B0100"|230750B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0750"|1|B|0|1|2|23|15|0|27|7|11|46|7|2|5|-|2|1|0|0|0|0|0|0|0|0|0|0|3|0|0|0|7|156|507|COTEJADO EN PLENO
="230751B0100"|230751B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0751"|1|B|0|1|2|11|11|0|21|2|6|36|3|5|2|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|7|106|396|COTEJADO EN PLENO
="230752B0100"|230752B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0752"|1|B|0|1|2|21|8|3|59|3|10|54|5|2|2|-|1|0|0|0|8|0|0|0|0|0|0|0|0|0|0|1|12|189|650|COTEJADO EN PLENO
="230753B0100"|230753B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0753"|1|B|0|1|2|11|10|0|37|4|7|37|7|0|6|-|2|0|0|0|1|0|0|0|0|0|2|0|0|0|0|0|5|129|409|COTEJADO EN PLENO
="230753C0100"|230753C010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0753"|1|C|0|1|2|11|8|3|46|2|10|41|13|0|3|-|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|7|147|408|COTEJADO EN PLENO
="230754B0100"|230754B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0754"|1|B|0|1|2|12|5|0|26|2|15|49|7|0|3|-|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|4|125|419|COTEJADO EN PLENO
="230755B0100"|230755B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0755"|1|B|0|1|2|27|7|0|21|3|7|28|10|1|1|-|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|8|115|328|COTEJADO EN PLENO
="230756B0100"|230756B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0756"|1|B|0|1|2|18|9|2|23|5|5|28|3|1|1|-|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|6|103|533|COTEJADO EN PLENO
="230757B0100"|230757B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0757"|1|B|0|1|2|28|13|4|23|2|12|50|5|2|1|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|140|678|COTEJADO EN PLENO
="230758B0100"|230758B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0758"|1|B|0|1|2|9|7|1|9|0|8|32|1|1|1|-|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|3|73|468|COTEJADO EN PLENO
="230759B0100"|230759B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0759"|1|B|0|1|2|45|10|1|22|1|5|38|2|2|1|-|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|1|4|134|460|COTEJADO EN PLENO
="230759C0100"|230759C010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0759"|1|C|0|1|2|39|7|0|16|1|18|29|3|7|1|-|1|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|1|126|460|COTEJADO EN PLENO
="230760B0100"|230760B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0760"|1|B|0|1|2|18|12|3|15|2|11|26|7|2|4|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|105|528|COTEJADO EN PLENO
="230761B0100"|230761B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0761"|1|B|0|1|2|20|5|2|26|2|9|31|0|1|3|-|0|1|0|0|0|0|0|0|0|1|1|0|0|0|1|0|3|106|529|COTEJADO EN PLENO
="230762B0100"|230762B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0762"|1|B|0|1|2|14|2|0|10|1|3|12|5|1|2|-|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|51|406|COTEJADO EN PLENO
="230762C0100"|230762C010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0762"|1|C|0|1|2|7|1|3|4|2|5|14|2|2|1|-|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|45|406|COTEJADO EN PLENO
="230763B0100"|230763B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0763"|1|B|0|1|2|38|12|1|10|2|4|25|8|2|1|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|105|488|COTEJADO EN PLENO
="230764B0100"|230764B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0764"|1|B|0|1|2|74|7|0|5|1|15|15|3|3|1|-|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|1|127|454|COTEJADO EN PLENO
="230764C0100"|230764C010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0764"|1|C|0|1|2|69|6|0|6|4|13|9|1|0|1|-|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|3|114|453|COTEJADO EN PLENO
="230765B0100"|230765B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0765"|1|B|0|1|2|72|9|0|6|3|7|19|1|2|2|-|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|126|637|COTEJADO EN PLENO
="230765C0100"|230765C010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0765"|1|C|0|1|2|75|6|1|2|1|14|19|3|1|1|-|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|126|637|COTEJADO EN PLENO
="230766B0100"|230766B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0766"|1|B|0|2|2|101|26|3|26|5|23|38|14|0|2|-|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|241|701|COTEJADO EN PLENO
="230766C0100"|230766C010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0766"|1|C|0|2|2|92|18|2|18|3|11|28|14|3|1|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|195|700|COTEJADO EN PLENO
="230766C0200"|230766C020002|23|QUINTANA ROO|="09"|DISTRITO 9|="0766"|2|C|0|2|2|97|10|1|16|2|12|28|12|3|5|-|0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|0|7|196|700|COTEJADO EN PLENO
="230767B0100"|230767B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0767"|1|B|0|1|2|2|9|0|68|5|10|91|8|2|3|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|10|212|741|COTEJADO EN PLENO
="230767C0100"|230767C010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0767"|1|C|0|1|2|25|3|4|62|9|4|72|12|2|2|-|0|0|0|0|0|0|0|0|0|0|3|1|0|0|1|0|14|214|740|COTEJADO EN PLENO
="230768B0100"|230768B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0768"|1|B|0|2|2|18|4|1|26|6|10|76|4|1|1|-|1|2|0|0|0|2|0|0|1|1|2|0|1|0|0|0|2|159|670|COTEJADO EN PLENO
="230768C0100"|230768C010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0768"|1|C|0|2|2|10|4|1|51|3|12|79|6|0|2|-|0|0|0|0|2|0|0|0|0|0|2|0|1|0|0|0|7|180|670|COTEJADO EN PLENO
="230768C0200"|230768C020002|23|QUINTANA ROO|="09"|DISTRITO 9|="0768"|2|C|0|2|2|14|4|0|36|3|7|70|8|5|3|-|1|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|4|157|669|COTEJADO EN PLENO
="230768C0300"|230768C030002|23|QUINTANA ROO|="09"|DISTRITO 9|="0768"|3|C|0|2|2|10|3|1|53|5|10|56|1|3|2|-|1|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|7|155|669|COTEJADO EN PLENO
="230768C0400"|230768C040002|23|QUINTANA ROO|="09"|DISTRITO 9|="0768"|4|C|0|2|2|17|7|0|43|4|13|77|6|1|1|-|1|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|6|178|669|COTEJADO EN PLENO
="230768C0500"|230768C050002|23|QUINTANA ROO|="09"|DISTRITO 9|="0768"|5|C|0|2|2|18|5|1|33|7|8|68|6|2|1|-|0|0|0|0|1|0|0|0|0|0|4|0|1|0|1|0|4|160|669|COTEJADO EN PLENO
="230768C0600"|230768C060002|23|QUINTANA ROO|="09"|DISTRITO 9|="0768"|6|C|0|2|2|6|7|4|42|8|7|69|2|2|4|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|158|669|COTEJADO EN PLENO
="230768C0700"|230768C070002|23|QUINTANA ROO|="09"|DISTRITO 9|="0768"|7|C|0|2|2|15|1|1|33|2|6|75|7|1|2|-|0|0|0|1|0|2|0|0|0|1|1|0|0|0|0|0|6|154|669|COTEJADO EN PLENO
="230768C0800"|230768C080002|23|QUINTANA ROO|="09"|DISTRITO 9|="0768"|8|C|0|2|2|15|3|2|39|5|8|81|4|0|2|-|1|0|0|0|2|0|0|0|0|0|3|0|1|0|0|0|2|168|669|COTEJADO EN PLENO
="230769B0100"|230769B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0769"|1|B|0|1|2|10|8|0|33|2|1|65|2|3|0|-|0|0|0|0|1|0|0|0|0|0|2|1|0|0|0|0|5|133|512|COTEJADO EN PLENO
="230769C0100"|230769C010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0769"|1|C|0|1|2|11|2|2|34|8|4|49|5|0|0|-|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|124|511|COTEJADO EN PLENO
="230769C0200"|230769C020002|23|QUINTANA ROO|="09"|DISTRITO 9|="0769"|2|C|0|1|2|7|4|0|34|3|5|54|4|6|2|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|125|511|COTEJADO EN PLENO
="230770B0100"|230770B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0770"|1|B|0|1|2|15|7|1|31|12|7|60|3|8|1|-|1|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|10|158|505|COTEJADO EN PLENO
="230770C0100"|230770C010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0770"|1|C|0|1|2|20|5|1|40|9|3|49|10|4|2|-|1|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|9|156|505|COTEJADO EN PLENO
="230771B0100"|230771B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0771"|1|B|0|1|2|21|8|2|37|4|3|56|10|2|1|-|1|2|1|0|0|1|0|0|0|0|0|0|0|0|0|0|7|156|561|COTEJADO EN PLENO
="230771C0100"|230771C010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0771"|1|C|0|1|2|22|6|3|35|7|9|41|12|2|3|-|0|1|1|1|1|2|0|0|0|1|1|0|3|0|0|0|5|156|560|COTEJADO EN PLENO
="230772B0100"|230772B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0772"|1|B|0|2|2|10|4|2|31|6|3|54|7|4|1|-|0|0|0|0|0|0|0|0|0|0|3|0|1|0|0|0|6|132|460|COTEJADO EN PLENO
="230773B0100"|230773B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0773"|1|B|0|2|2|70|12|0|2|1|12|15|3|0|0|-|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|2|2|121|474|COTEJADO EN PLENO
="230773C0100"|230773C010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0773"|1|C|0|2|2|65|5|3|9|1|13|12|5|1|2|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|119|473|COTEJADO EN PLENO
="230774B0100"|230774B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0774"|1|B|0|2|2|23|10|0|5|6|4|34|1|1|2|-|0|1|0|0|0|0|0|0|0|0|1|0|1|0|0|1|2|92|419|COTEJADO EN PLENO
="230874B0100"|230874B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0874"|1|B|0|2|2|22|7|2|38|3|13|56|4|2|1|-|0|0|1|0|0|1|0|0|0|0|0|0|1|0|0|0|5|156|749|COTEJADO EN PLENO
="230874C0100"|230874C010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0874"|1|C|0|2|2|34|10|4|32|2|10|47|9|4|3|-|0|0|1|0|0|0|0|0|0|1|2|0|0|0|0|0|13|172|749|COTEJADO EN PLENO
="230874C0200"|230874C020002|23|QUINTANA ROO|="09"|DISTRITO 9|="0874"|2|C|0|2|2|36|8|0|21|2|22|46|9|3|3|-|0|0|1|0|0|1|0|0|0|0|0|0|1|0|1|0|9|163|749|COTEJADO EN PLENO
="230874C0300"|230874C030002|23|QUINTANA ROO|="09"|DISTRITO 9|="0874"|3|C|0|2|2|20|5|1|43|4|9|37|7|6|5|-|0|0|1|0|0|2|0|0|0|0|3|0|0|0|0|2|7|152|749|COTEJADO EN PLENO
="230874C0400"|230874C040002|23|QUINTANA ROO|="09"|DISTRITO 9|="0874"|4|C|0|2|2|27|14|1|44|6|9|47|5|4|4|-|0|0|1|0|0|0|0|0|0|0|2|0|0|0|0|0|3|167|749|COTEJADO EN PLENO
="230874C0500"|230874C050002|23|QUINTANA ROO|="09"|DISTRITO 9|="0874"|5|C|0|2|2|23|9|0|35|1|9|61|3|5|4|-|0|0|0|0|1|0|0|1|0|0|2|0|0|0|0|0|7|161|749|COTEJADO EN PLENO
="230874C0600"|230874C060002|23|QUINTANA ROO|="09"|DISTRITO 9|="0874"|6|C|0|2|2|26|6|1|36|2|13|48|5|6|2|-|0|0|0|0|0|1|0|0|0|0|2|0|1|0|0|0|4|153|749|COTEJADO EN PLENO
="230874C0700"|230874C070002|23|QUINTANA ROO|="09"|DISTRITO 9|="0874"|7|C|0|2|2|29|8|0|27|4|4|43|8|3|1|-|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|5|138|749|COTEJADO EN PLENO
="230874C0800"|230874C080002|23|QUINTANA ROO|="09"|DISTRITO 9|="0874"|8|C|0|2|2|30|4|3|19|3|8|48|4|3|2|-|0|0|0|0|1|0|0|0|0|0|0|0|1|0|1|0|8|135|749|COTEJADO EN PLENO
="230874C0900"|230874C090002|23|QUINTANA ROO|="09"|DISTRITO 9|="0874"|9|C|0|2|2|39|9|1|38|2|15|36|8|2|1|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|154|749|COTEJADO EN PLENO
="230874C1000"|230874C100002|23|QUINTANA ROO|="09"|DISTRITO 9|="0874"|10|C|0|2|2|40|1|2|23|4|16|50|7|3|2|-|1|0|2|0|1|0|0|0|0|0|2|1|0|1|1|0|8|165|749|COTEJADO EN PLENO
="230874C1100"|230874C110002|23|QUINTANA ROO|="09"|DISTRITO 9|="0874"|11|C|0|2|2|27|2|0|34|7|7|42|11|2|1|-|1|0|0|0|0|0|0|0|0|1|0|0|1|0|0|1|6|143|749|COTEJADO EN PLENO
="230874C1200"|230874C120002|23|QUINTANA ROO|="09"|DISTRITO 9|="0874"|12|C|0|2|2|32|10|0|37|9|12|52|8|3|0|-|0|0|3|0|3|0|0|0|0|0|0|0|0|0|1|0|3|173|749|COTEJADO EN PLENO
="230874C1300"|230874C130002|23|QUINTANA ROO|="09"|DISTRITO 9|="0874"|13|C|0|2|2|42|12|2|19|1|15|41|6|1|1|-|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|13|155|749|COTEJADO EN PLENO
="230874C1400"|230874C140002|23|QUINTANA ROO|="09"|DISTRITO 9|="0874"|14|C|0|2|2|27|6|0|31|4|19|53|11|5|2|-|1|0|0|0|0|0|0|0|0|0|4|0|0|0|0|0|4|167|749|COTEJADO EN PLENO
="230874C1500"|230874C150002|23|QUINTANA ROO|="09"|DISTRITO 9|="0874"|15|C|0|2|2|34|7|0|38|2|11|31|1|2|2|-|0|0|0|0|0|1|0|0|0|0|3|0|0|0|0|0|7|139|749|COTEJADO EN PLENO
="230874C1600"|230874C160002|23|QUINTANA ROO|="09"|DISTRITO 9|="0874"|16|C|0|2|2|33|6|0|36|3|15|23|6|3|1|-|0|1|0|0|2|0|0|0|0|1|0|0|0|0|0|1|3|134|749|COTEJADO EN PLENO
="230874C1700"|230874C170002|23|QUINTANA ROO|="09"|DISTRITO 9|="0874"|17|C|0|2|2|27|10|0|36|2|8|43|8|5|3|-|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|8|152|749|COTEJADO EN PLENO
="230874C1800"|230874C180002|23|QUINTANA ROO|="09"|DISTRITO 9|="0874"|18|C|0|2|2|19|5|2|42|8|12|49|2|6|0|-|0|0|0|0|0|0|0|0|0|1|3|0|1|0|1|0|0|151|749|COTEJADO EN PLENO
="230874C1900"|230874C190002|23|QUINTANA ROO|="09"|DISTRITO 9|="0874"|19|C|0|2|2|34|4|2|30|2|5|35|3|1|1|-|0|1|0|0|0|0|0|0|0|1|1|0|0|0|0|0|4|124|749|COTEJADO EN PLENO
="230874C2000"|230874C200002|23|QUINTANA ROO|="09"|DISTRITO 9|="0874"|20|C|0|2|2|35|5|3|27|2|10|41|9|4|1|-|0|0|0|0|0|1|0|0|0|0|1|0|1|0|0|0|5|145|749|COTEJADO EN PLENO
="230874C2100"|230874C210002|23|QUINTANA ROO|="09"|DISTRITO 9|="0874"|21|C|0|2|2|26|7|0|23|5|19|48|10|3|3|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|5|151|749|COTEJADO EN PLENO
="230874C2200"|230874C220002|23|QUINTANA ROO|="09"|DISTRITO 9|="0874"|22|C|0|2|2|33|8|2|21|4|8|41|7|2|2|-|0|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|2|133|749|COTEJADO EN PLENO
="230874C2300"|230874C230002|23|QUINTANA ROO|="09"|DISTRITO 9|="0874"|23|C|0|2|2|22|4|1|45|5|11|42|7|2|2|-|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|6|149|748|COTEJADO EN PLENO
="230874C2400"|230874C240002|23|QUINTANA ROO|="09"|DISTRITO 9|="0874"|24|C|0|2|2|34|7|1|43|2|10|38|10|6|1|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|158|748|COTEJADO EN PLENO
="230876B0100"|230876B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0876"|1|B|0|1|2|26|7|1|76|6|8|60|1|1|2|-|1|1|0|0|1|0|0|2|0|1|2|0|0|0|0|0|12|208|692|COTEJADO EN PLENO
="230876C0100"|230876C010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0876"|1|C|0|1|2|10|8|3|65|12|14|70|12|2|6|-|0|1|0|0|0|1|0|0|0|0|2|0|0|0|0|0|16|222|692|COTEJADO EN PLENO
="230876C0200"|230876C020002|23|QUINTANA ROO|="09"|DISTRITO 9|="0876"|2|C|0|1|2|10|5|1|71|6|12|66|12|3|1|-|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|4|193|692|COTEJADO EN PLENO
="230876C0300"|230876C030002|23|QUINTANA ROO|="09"|DISTRITO 9|="0876"|3|C|0|1|2|9|8|0|44|6|18|66|12|8|2|-|0|0|0|0|0|0|0|1|0|0|0|0|2|0|0|0|15|191|692|COTEJADO EN PLENO
="230876C0400"|230876C040002|23|QUINTANA ROO|="09"|DISTRITO 9|="0876"|4|C|0|1|2|13|4|2|71|8|21|67|14|1|0|-|0|0|0|0|4|1|0|1|0|1|0|0|0|0|0|0|12|220|692|COTEJADO EN PLENO
="230876C0500"|230876C050002|23|QUINTANA ROO|="09"|DISTRITO 9|="0876"|5|C|0|1|2|20|10|1|53|5|16|56|13|2|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16|192|692|COTEJADO EN PLENO
="230876C0600"|230876C060002|23|QUINTANA ROO|="09"|DISTRITO 9|="0876"|6|C|0|1|2|5|8|1|61|10|9|64|13|1|2|-|0|0|0|0|0|0|1|0|1|0|5|0|0|0|0|0|12|193|692|COTEJADO EN PLENO
="230877B0100"|230877B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0877"|1|B|0|1|2|23|7|1|58|9|16|70|4|6|1|-|0|0|0|0|1|0|0|0|0|0|2|0|0|0|0|0|7|205|618|COTEJADO EN PLENO
="230877C0100"|230877C010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0877"|1|C|0|1|2|20|9|1|48|3|27|69|4|3|2|-|0|0|0|0|0|1|0|0|0|1|4|0|0|0|0|0|11|203|617|COTEJADO EN PLENO
="230878B0100"|230878B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0878"|1|B|0|1|2|10|6|0|50|6|13|89|9|0|3|-|0|0|1|0|0|0|0|0|0|0|5|0|0|0|0|0|13|205|566|COTEJADO EN PLENO
="230878C0100"|230878C010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0878"|1|C|0|1|2|24|6|0|34|4|15|62|12|2|4|-|0|0|0|0|0|0|0|0|0|0|3|0|1|0|0|0|10|177|565|COTEJADO EN PLENO
="230879B0100"|230879B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0879"|1|B|0|1|2|17|6|0|78|7|5|52|14|5|1|-|0|0|0|0|0|2|0|0|0|0|5|0|1|0|0|1|12|206|606|COTEJADO EN PLENO
="230879C0100"|230879C010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0879"|1|C|0|1|2|20|3|0|65|4|13|64|11|5|1|-|0|0|0|0|0|1|0|0|0|0|2|0|0|0|0|0|12|201|606|COTEJADO EN PLENO
="230880B0100"|230880B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0880"|1|B|0|1|2|22|5|2|42|1|10|76|3|6|3|-|1|0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|11|185|557|COTEJADO EN PLENO
="230880C0100"|230880C010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0880"|1|C|0|1|2|15|9|4|61|3|17|68|6|1|1|-|0|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|8|196|557|COTEJADO EN PLENO
="230881B0100"|230881B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0881"|1|B|0|1|2|21|8|0|23|1|15|36|5|3|1|-|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|115|573|COTEJADO EN PLENO
="230881C0100"|230881C010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0881"|1|C|0|1|2|14|2|0|17|1|16|41|6|2|1|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|103|572|RECONTADO EN PLENO
="230881C0200"|230881C020002|23|QUINTANA ROO|="09"|DISTRITO 9|="0881"|2|C|0|1|2|24|8|0|21|3|12|31|9|0|1|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|112|572|COTEJADO EN PLENO
="230881C0300"|230881C030002|23|QUINTANA ROO|="09"|DISTRITO 9|="0881"|3|C|0|1|2|36|6|1|19|2|17|29|6|2|1|-|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|2|4|126|572|RECONTADO EN PLENO
="230882B0100"|230882B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0882"|1|B|0|1|2|12|5|2|47|4|10|53|7|3|3|-|0|0|0|0|0|1|0|0|0|0|7|0|0|0|0|0|6|160|441|RECONTADO EN PLENO
="230882C0100"|230882C010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0882"|1|C|0|1|2|9|3|2|38|4|15|39|7|2|3|-|0|1|0|0|1|0|0|0|0|1|0|0|1|0|1|0|10|137|441|COTEJADO EN PLENO
="230883B0100"|230883B010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0883"|1|B|0|1|2|16|4|3|44|3|6|52|9|2|1|-|0|0|0|0|1|0|0|0|0|0|1|0|0|0|1|0|4|147|514|COTEJADO EN PLENO
="230883C0100"|230883C010002|23|QUINTANA ROO|="09"|DISTRITO 9|="0883"|1|C|0|1|2|16|5|0|38|3|8|64|5|3|1|-|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|1|6|152|513|COTEJADO EN PLENO
="230883C0200"|230883C020002|23|QUINTANA ROO|="09"|DISTRITO 9|="0883"|2|C|0|1|2|12|4|0|42|7|17|45|9|1|1|-|0|0|0|0|0|0|0|2|0|0|1|0|1|0|1|0|6|149|513|RECONTADO EN PLENO
